"","","","Ambalangoda","Heavy Rain / Flood","2023.10.01-08","11","38","","","","","11","","","","",""
"","","","Wanduraba","Heavy Rain / Flood","2023.10.01-08","7","18","","","","","6","","","","",""
"","","","Hikkaduwa","Heavy Rain / Flood","2023.10.01-08","5","17","","","","","7","1","","","",""
"","","","Niyagama","Heavy Rain / Flood","2023.10.01-08","2","9","","","","","2","","","","",""
"","","","Akmeemana","Heavy Rain / Flood","2023.10.01-08","8","25","","","","","8","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","317","951","1","0","0","4","256","11","0","2","72","245"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","3274","11685","1","0","0","23","805","11","0","11","292","983"
"","","","Nuwaraeliya","Heavy Rain","2023.09.30","1","5","","","","","1","","","","",""
"","","","Haguranketha","Lightening","2023.10.10","4","15","","","","","4","","","","",""
"","","","","Risk of Rock Fallen","2023.10.09","1","2","","","","","","","","","",""
"","","නුවරඑලිය","Kothmale","","","","","","","","","","","","","",""
"","","","","","2023.09.28","1","4","","","","","1","","","","",""
"","8","Etnuypah","","Cutting failure","","","","","","","","","","","","",""
"මධ්‍යම පලාත","","","","","2023.09.30","2","12","","","","","2","","","","",""
"","","Nuwara Eliya","Ambagamuwa","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","","","High wind","2023.09.15","1","4","","","","","1","","","","",""
"Central","","","","Tree Fallen","2023.10.09","1","10","","","","","2","","","","",""
"","","","Walapane","","","","","","","","","","","","","",""
"","","","","Electric Short","2023.09.10","1","2","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","12","54","0","0","0","0","12","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","12","54","0","0","0","0","12","0","0","0","0","0"
"","","","","Flash flood","2023.10.04","10","32","","","","","","","","","",""
"","","","Wennappuwa","","","","","","","","","","","","","",""
"","","පුත්තලම","","Flash flood","2023.10.06","3","10","","","","","","","","","",""
"","9","Gj;jsk","Dankotuwa","Flash flood","2023.10.06","4","7","","","","","","","","","",""
"","","Puttalam","Chilaw","High wind","2023.10.09","1","4","","","","","1","","","","",""
"","","","Nattandiya","Flash flood","2023.10.03","4","16","","","","","","","","","",""
"වයඹ පලාත","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","22","69","0","0","0","0","1","0","0","0","0","0"
"tlNky","","","","","","","","","","","","","","","","",""
"","","","Polgahawela","Tree Fallen","2023.10.01","2","6","","","","","2","","","","",""
"khfhzk","","","","","","","","","","","","","","","","",""
"","","කුරුණෑගල","","Heavy Rain","2023.10.03","1","1","","","","","1","","","","",""
"North Western","","","Alawwa","","","","","","","","","","","","","",""
"","10","FUdhfy","","Heavy Rain","2023.10.03","1","3","","","","","1","","","","",""
"","","Kurunegala","Rideegama","Heavy Rain","2023.10.08","2","9","","","","","2","","","","",""
"","","","Narammala","Tree Fallen","2023.10.03","1","4","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","7","23","0","0","0","0","7","0","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","29","92","0","0","0","0","8","0","0","0","0","0"
"","","","Nallur","","2023.09.29","1","2","","","","","1","","","","",""
"","","යාපනය","","High wind","2023.09.29","1","2","","","","","1","","","","",""
"උතුරු පලාත","","","Pointpedro","","","","","","","","","","","","","",""
"","11","aho;g;ghzk;","","","2023.10.01","1","4","","","","","1","","","","",""
"tl khfhzk;","","","","","","","","","","","","","","","","",""
"","","Jaffna","Kopay","Electrical shok","2023.10.08","1","4","","","","","1","","","","",""
"Northen","","","","","","","","","","","","","","","","",""
"","","","Karainagar","High wind","2023.09.30","1","5","","","","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","5","17","0","0","0","0","5","0","0","0","0","0"
