"","Agalawaththa","Highwind","","3","10","","","","","","","","","",""
"5","fSj;Jiw","","2025.03.13 - 24","","","","","","","","","","","",""
"Western","","","","","","","","","","","","","","",""
"","Horana","Heavy Rain","","1","1","","","","","1","","","","",""
"","Kalutara","","","","","","","","","","","","","",""
"Nky; khfhzk;","","","","","","","","","","","","","","",""
"","Beruwala","Lightning","","4","17","","","","","4","","","","",""
"බස්නාහිර පලාත","","","","","","","","","","","","","","",""
"","Palindanuwara","Highwind","","6","11","","","","","3","","","","",""
"","Bulathsinhala","Highwind","","5","16","","","","","5","","","","",""
"","Walallavita","Wind / Lightning","","11","46","","","","","11","","","","",""
"","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","61","206","0","0","0","0","48","0","0","0","0","0"
